-0.0007855929345124753 + 9.442458448810729e-5im,-5.842716274619472e-11 + 1.3057720723276739e-11im,-1.630896669642898e-9 + 1.6713047906214165e-10im,-1.3595930126480047e-5 + 3.945827691163364e-5im,0.003351486179558486 - 6.681867055172207e-5im,-0.000543124182450397 + 5.377077623468817e-6im,1.0934872787531629e-6 - 3.1758702986227835e-6im,-0.0005431351090330345 + 5.377460564613305e-6im,-0.0033529525756540502 - 4.3948384004509134e-7im
-0.000785592859965146 + 9.496998062164575e-5im,-5.910133034591676e-11 + 1.3285231216242866e-11im,-1.6497468711972889e-9 + 1.7004229656490053e-10im,-1.3585769042044952e-5 + 3.968596552043481e-5im,0.003351469321255133 - 6.720424295327177e-5im,-0.0005431226995866107 + 5.4080949259863996e-6im,1.0926602620545343e-6 - 3.1941963721485796e-6im,-0.0005431337526316628 + 5.4084845378450374e-6im,-0.003352952700581527 - 4.4209704398013903e-7im
-0.0007855927845541852 + 9.551852700338729e-5im,-5.978324957161717e-11 + 1.3516704963044102e-11im,-1.668814427134858e-9 + 1.7300483367785349e-10im,-1.3575490351227463e-5 + 3.991496540384658e-5im,0.0033514522678323223 - 6.759203596942926e-5im,-0.0005431211995669704 + 5.439290678258545e-6im,1.0918236754641907e-6 - 3.2126279894590954e-6im,-0.0005431323805366253 + 5.439687076994839e-6im,-0.003352952827019733 - 4.4472664308484765e-7im
-0.0007855927082695888 + 9.607024183012386e-5im,-6.047300132885685e-11 + 1.3752211051871528e-11im,-1.6881018333803382e-9 + 1.7601897354303634e-10im,-1.3565092694147942e-5 + 4.014528406878982e-5im,0.0033514350170339314 - 6.798206231433007e-5im,-0.0005431196821932677 + 5.470665898734361e-6im,1.090977408375824e-6 - 3.231165754831072e-6im,-0.0005431309925665864 + 5.4710692025336e-6im,-0.0033529529549876503 - 4.4737275469222635e-7im
-0.0007855926311012341 + 9.662514340377006e-5im,-6.117068215683574e-11 + 1.399181971616914e-11im,-1.7076116113866947e-9 + 1.790856146448524e-10im,-1.3554574695234644e-5 + 4.0376929064380476e-5im,0.0033514175665778105 - 6.83743347735969e-5im,-0.0005431181472650116 + 5.502221611532163e-6im,1.090121348908306e-6 - 3.2498102759387203e-6im,-0.0005431295885381214 + 5.502631940636525e-6im,-0.0033529530845045107 - 4.5003549720622504e-7im
-0.0007855925530388875 + 9.718325013197089e-5im,-6.187637420655834e-11 + 1.4235602297213421e-11im,-1.7273463124946327e-9 + 1.822056711456217e-10im,-1.3543934963038083e-5 + 4.060990798215271e-5im,0.003351399914155465 - 6.87688662047183e-5im,-0.0005431165945794027 + 5.53395884646842e-6im,1.089255383890315e-6 - 3.2685621638716947e-6im,-0.0005431281682656919 + 5.534376323212759e-6im,-0.0033529532155898065 - 4.5271499011459957e-7im
-0.0007855924740721912 + 9.774458052871287e-5im,-6.259017106786733e-11 + 1.4483631487766226e-11im,-1.7473085176754129e-9 + 1.8538007306371208e-10im,-1.3533172090054626e-5 + 4.084422845628387e-5im,0.003351382057431772 - 6.916566953743005e-5im,-0.0005431150239313032 + 5.565878639086969e-6im,1.0883793988454808e-6 - 3.2874220331532213e-6im,-0.0005431267315616211 + 5.566303387935193e-6im,-0.0033529533482632903 - 4.554113540021383e-7im
-0.0007855923941906643 + 9.830915321493836e-5im,-6.33121700549246e-11 + 1.4735981443049373e-11im,-1.7675008345845653e-9 + 1.8860976662369621e-10im,-1.35222846525398e-5 + 4.1079898163819425e-5im,0.0033513639940446604 - 6.95647577740968e-5im,-0.0005431134351132144 + 5.597982030688239e-6im,1.0874932779788785e-6 - 3.3063905017582575e-6im,-0.000543125278236071 + 5.598414178270333e-6im,-0.0033529534825449785 - 4.581247105641418e-7im
-0.0007855923133837125 + 9.887698691916384e-5im,-6.404246045473417e-11 + 1.4992727138342893e-11im,-1.7879259037284663e-9 + 1.918957145211033e-10im,-1.3511271210321506e-5 + 4.1316924824899505e-5im,0.003351345721604807 - 6.99661439900963e-5im,-0.0005431118279152462 + 5.630270068358584e-6im,1.0865969041594663e-6 - 3.3254681911317175e-6im,-0.0005431238080970155 + 5.630709743508265e-6im,-0.003352953618455159 - 4.608551826198457e-7im
-0.0007855922316406154 + 9.944810047810167e-5im,-6.478113575180579e-11 + 1.5253945363606905e-11im,-1.8085863934302534e-9 + 1.9523889618707778e-10im,-1.350013030661193e-5 + 4.155531620298596e-5im,0.0033513272376953242 - 7.036984133420442e-5im,-0.0005431102021250918 + 5.662743804999747e-6im,1.0856901589072908e-6 - 3.3446557262068053e-6im,-0.0005431223209502173 + 5.663191138792784e-6im,-0.0033529537560143983 - 4.6360289412634027e-7im
