-44.10139965598223 - 0.014608064129256824im,-1798.4483870202591 - 0.0248360876328389im,8.415835657123186 + 0.0023549696360652557im,44.10139989614293 + 0.00400383232654509im
-44.10139963560839 - 0.014811487376184677im,-1798.4483869356561 - 0.025181940189696946im,8.415835653838716 + 0.002387763548008526im,44.10139988250418 + 0.004059587323454667im
-44.10139961466321 - 0.015017743374744923im,-1798.4483868486845 - 0.02553260888073821im,8.415835650462142 + 0.0024210141285398888im,44.10139986848343 + 0.0041161187314181415im
-44.10139959313061 - 0.015226871572159042im,-1798.448386759271 - 0.025888160772441472im,8.415835646990868 + 0.0024547277369554995im,44.101399854069115 + 0.004173437362275962im
-44.10139957099415 - 0.015438911964967194im,-1798.44838666735 - 0.026248663865204264im,8.415835643422245 + 0.002488910821107304im,44.10139983925056 + 0.004231554178427356im
-44.101399548236884 - 0.015653905106677725im,-1798.4483865728516 - 0.026614187106354673im,8.415835639753533 + 0.00252356991863622im,44.101399824016355 + 0.004290480294928244im
-44.101399524841334 - 0.015871892115523017im,-1798.4483864757017 - 0.026984800403328697im,8.415835635981942 + 0.002558711658222468im,44.10139980835493 + 0.004350226981615354im
-44.101399500789746 - 0.016092914682323767im,-1798.4483863758287 - 0.02736057463704911im,8.41583563210458 + 0.002594342760853343im,44.10139979225459 + 0.0044108056652631756im
-44.10139947606364 - 0.016317015078462255im,-1798.4483862731558 - 0.027741581675472297im,8.415835628118472 + 0.002630470041108621im,44.101399775702426 + 0.004472227931768135im
-44.10139945064407 - 0.01654423616396709im,-1798.4483861676024 - 0.02812789438734157im,8.415835624020579 + 0.0026671004084638894im,44.101399758686235 + 0.004534505528365537im
-44.10139942451158 - 0.01677462139571019im,-1798.4483860590892 - 0.028519586656115117im,8.415835619807751 + 0.0027042408686119737im,44.10139974119271 + 0.0045976503658752225im
-44.10139939764626 - 0.017008214835718266im,-1798.4483859475322 - 0.028916733394101644im,8.415835615476787 + 0.0027418985248028526im,44.10139972320858 + 0.004661674520980328im
-44.10139937002751 - 0.017245061159599673im,-1798.4483858328465 - 0.029319410556786135im,8.415835611024361 + 0.0027800805792021336im,44.101399704720144 + 0.004726590238536791im
-44.10139934163417 - 0.01748520566508877im,-1798.448385714944 - 0.029727695157351255im,8.415835606447061 + 0.002818794334268501im,44.10139968571303 + 0.004792409933914638im
-44.10139931244453 - 0.017728694280709542im,-1798.4483855937358 - 0.03014166528141469im,8.415835601741394 + 0.002858047194150386im,44.10139966617309 + 0.004859146195373762im
-44.101399282436375 - 0.01797557357455933im,-1798.4483854691302 - 0.030561400101954548im,8.41583559690377 + 0.0028978466661019765im,44.101399646085305 + 0.00492681178647007im
-44.10139925158653 - 0.018225890763215184im,-1798.448385341027 - 0.03098697989445694im,8.415835591930461 + 0.002938200361919027im,44.10139962543388 + 0.004995419648497636im
-44.10139921987156 - 0.018479693720764367im,-1798.4483852093326 - 0.03141848605226154im,8.415835586817686 + 0.0029791159993946617im,44.10139960420344 + 0.005064982902962768im
-44.10139918726711 - 0.01873703098796024im,-1798.448385073943 - 0.03185600110213511im,8.415835581561515 + 0.0030206014037953916im,44.101399582377276 + 0.0051355148540945im
-44.101399153748375 - 0.018997951781506213im,-1798.4483849347591 - 0.03229960872005095im,8.415835576157946 + 0.0030626645093577926im,44.10139955993934 + 0.005207028991388713im
-44.10139911928955 - 0.01926250600346813im,-1798.4483847916715 - 0.03274939374719275im,8.415835570602828 + 0.003105313360805872im,44.10139953687208 + 0.005279538992188107im
-44.101399083864344 - 0.019530744250818598im,-1798.4483846445698 - 0.033205442206173975im,8.415835564891925 + 0.0031485561148897113im,44.10139951315798 + 0.005353058724297143im
-44.101399047445625 - 0.01980271782511374im,-1798.4483844933413 - 0.03366784131750132im,8.415835559020852 + 0.0031924010419454567im,44.10139948877842 + 0.005427602248636397im
-44.10139901000556 - 0.02007847874230477im,-1798.4483843378737 - 0.03413667951624191im,8.415835552985135 + 0.003236856527477048im,44.101399463715474 + 0.005503183821929154im
-44.10139897151555 - 0.020358079742686302im,-1798.4483841780466 - 0.034612046468947104im,8.41583554678015 + 0.0032819310737599787im,44.10139943794974 + 0.0055798178994303565im
-44.10139893194608 - 0.02064157430098314im,-1798.4483840137364 - 0.035094033090793335im,8.415835540401144 + 0.0033276333014674035im,44.10139941146125 + 0.005657519137689852im
-44.10139889126688 - 0.020929016636577338im,-1798.4483838448182 - 0.03558273156297292im,8.415835533843236 + 0.0033739719513188322im,44.10139938422985 + 0.005736302397356012im
-44.1013988494468 - 0.02122046172387812im,-1798.4483836711613 - 0.03607823535032087im,8.415835527101411 + 0.0034209558857518736im,44.10139935623471 + 0.00581618274601759im
-44.101398806453936 - 0.021515965302835765im,-1798.4483834926357 - 0.03658063921919088im,8.415835520170521 + 0.0034685940906171737im,44.1013993274546 + 0.005897175461085798im
-44.10139876225535 - 0.02181558388960222im,-1798.4483833091044 - 0.037090039255579854im,8.415835513045257 + 0.003516895676897016im,44.10139929786749 + 0.005979296032716245im
-44.10139871681724 - 0.022119374787339854im,-1798.4483831204245 - 0.037606532883500875im,8.415835505720162 + 0.0035658698824478094im,44.1013992674504 + 0.006062560166770987im
